,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
9550,gas_tax,"States look for new tolls to build, repair highways","Lowy, Joan","The Charleston Gazette; Charleston, W.V.","May 24, 2012","Charleston, W.Va.",A.7,News,https://www.proquest.com/newspapers/states-look-new-tolls-build-repair-highways/docview/1015635187/se-2?accountid=13360,WV
9677,gas_tax,States pound pavement for road funds or do without repair,"Silva, Christina; Lowy, Joan","Sunday Gazette - Mail; Charleston, W.V.","Sep 18, 2011","Charleston, W.Va.",A.7,News,https://www.proquest.com/newspapers/states-pound-pavement-road-funds-do-without/docview/892031721/se-2?accountid=13360,WV
10094,gas_tax,States look at cutting taxes on gas,"Tanner, Robert","The Charleston Gazette; Charleston, W.V.","May 12, 2006","Charleston, W.Va.",,News,https://www.proquest.com/newspapers/states-look-at-cutting-taxes-on-gas/docview/331413760/se-2?accountid=13360,WV
10199,gas_tax,House of Delegates 30th District:: (Voters choose seven),Anonymous,"Sunday Gazette - Mail; Charleston, W.V.","Oct 12, 2008","Charleston, W.Va.",5,News,https://www.proquest.com/newspapers/house-delegates-30th-district/docview/332381641/se-2?accountid=13360,WV
10255,gas_tax,Senate committee OKs restoring highway funds,,"Charleston Daily Mail; Charleston, W.V.","Jun 6, 2002","Charleston, W.Va.",,News,https://www.proquest.com/newspapers/senate-committee-oks-restoring-highway-funds/docview/331842578/se-2?accountid=13360,WV
10647,gas_tax,Highway funding approved by Senate: ; Bush threatens veto if appropriation is not reduced,"Abrams, Jim","The Charleston Gazette; Charleston, W.V.","May 18, 2005","Charleston, W.Va.",,News,https://www.proquest.com/newspapers/highway-funding-approved-senate-bush-threatens/docview/331331683/se-2?accountid=13360,WV
10697,gas_tax,STATE HIGHWAYS FUNDING: Experts talk about ways to raise money,"Steelhammer, Rick","The Charleston Gazette; Charleston, W.V.","Feb 8, 2013","Charleston, W.Va.",A.2,News,https://www.proquest.com/newspapers/state-highways-funding/docview/1285186025/se-2?accountid=13360,WV
10787,gas_tax,States look to tax hybrids to recoup road funding,"Kardish, Chris","The Charleston Gazette; Charleston, W.V.","Jun 10, 2013","Charleston, W.Va.",A.7,News,https://www.proquest.com/newspapers/states-look-tax-hybrids-recoup-road-funding/docview/1366395406/se-2?accountid=13360,WV
10823,gas_tax,Readers' forum,,"The Charleston Gazette; Charleston, W.V.","Feb 21, 2012","Charleston, W.Va.",A.4,Editorial,https://www.proquest.com/newspapers/readers-forum/docview/922408102/se-2?accountid=13360,WV
10846,gas_tax,How Washington will spend your taxes in 2006,"Riedl, Brian","Sunday Gazette - Mail; Charleston, W.V.","Apr 16, 2006","Charleston, W.Va.",,Editorial,https://www.proquest.com/newspapers/how-washington-will-spend-your-taxes-2006/docview/332323076/se-2?accountid=13360,WV
10960,gas_tax,"Let's get moving, Wise urges state",,"The Charleston Gazette; Charleston, W.V.","Feb 15, 2001","Charleston, W.Va.",,News,https://www.proquest.com/newspapers/lets-get-moving-wise-urges-state/docview/331052729/se-2?accountid=13360,WV
11029,gas_tax,Senator wants to help poor buy gas:: Proposal would give monthly stipend of about $100 to purchase fuel,"Stump, Jake","Charleston Daily Mail; Charleston, W.V.","May 5, 2008","Charleston, W.Va.",A.1,News,https://www.proquest.com/newspapers/senator-wants-help-poor-buy-gas/docview/332220139/se-2?accountid=13360,WV
11225,gas_tax,Transportation issues looming,"Lowy, Joan","Charleston Daily Mail; Charleston, W.V.","Apr 16, 2014","Charleston, W.Va.",A.1,News,https://www.proquest.com/newspapers/transportation-issues-looming/docview/1516582755/se-2?accountid=13360,WV
11246,gas_tax,State Senate 4th District:: (Voters choose one),Anonymous,"Sunday Gazette - Mail; Charleston, W.V.","Oct 12, 2008","Charleston, W.Va.",K.8,News,https://www.proquest.com/newspapers/state-senate-4th-district/docview/332440972/se-2?accountid=13360,WV
11862,gas_tax,Senate panel OKs tire disposal bill: Bill would impose $2 tax on each new tire sold in state,,"Charleston Daily Mail; Charleston, W.V.","Feb 10, 1999","Charleston, W.Va.",,News,https://www.proquest.com/newspapers/senate-panel-oks-tire-disposal-bill-would-impose/docview/331642861/se-2?accountid=13360,WV
11940,gas_tax,Massive federal highway spending bill on radar again: ; House plans offer to ensure measure is acceptable to president,THE ASSOCIATED PRESS,"Charleston Daily Mail; Charleston, W.V.","Jul 22, 2004","Charleston, W.Va.",,News,https://www.proquest.com/newspapers/massive-federal-highway-spending-bill-on-radar/docview/331978684/se-2?accountid=13360,WV
12055,gas_tax,Mollohan votes to kill expanded drilling measure:: But lawmaker says he favors the concept,"Anderson, Justin D","Charleston Daily Mail; Charleston, W.V.","Jun 13, 2008","Charleston, W.Va.",A.2,News,https://www.proquest.com/newspapers/mollohan-votes-kill-expanded-drilling-measure/docview/332192762/se-2?accountid=13360,WV
12091,gas_tax,W.Va. slips to 35th in annual ALEC economic survey,"Kabler, Phil","Charleston Gazette - Mail; Charleston, W.V.","Apr 16, 2019","Charleston, W.Va.",A.2,News,https://www.proquest.com/newspapers/w-va-slips-35th-annual-alec-economic-survey/docview/2210594678/se-2?accountid=13360,WV
12223,gas_tax,Senate panel endorses tire cleanup bill: Consumers would pay for the project,"Kabler, Phil","The Charleston Gazette; Charleston, W.V.","Feb 10, 1999","Charleston, W.Va.",,News,https://www.proquest.com/newspapers/senate-panel-endorses-tire-cleanup-bill-consumers/docview/330911108/se-2?accountid=13360,WV
12425,gas_tax,"West Virginia interests matter, too: Biofuels mandate a big hit in Iowa, but adds to our costs","Drevna, Charles","Charleston Daily Mail; Charleston, W.V.","Jun 19, 2015","Charleston, W.Va.",A.4,,https://www.proquest.com/newspapers/west-virginia-interests-matter-too/docview/1690267545/se-2?accountid=13360,WV
12463,gas_tax,"The fuel mandate's upcoming car wreck: Although highly unpopular, a gasoline tax is better than the ethanol mandate","Lane, Charles","Charleston Daily Mail; Charleston, W.V.","Aug 22, 2013","Charleston, W.Va.",A.4,Editorial,https://www.proquest.com/newspapers/fuel-mandates-upcoming-car-wreck/docview/1426818590/se-2?accountid=13360,WV
12636,gas_tax,Senate passes $318 billion highway bill in 76-21 vote,"Abrams, Jim","The Charleston Gazette; Charleston, W.V.","Feb 13, 2004","Charleston, W.Va.",,News,https://www.proquest.com/newspapers/senate-passes-318-billion-highway-bill-76-21-vote/docview/331214285/se-2?accountid=13360,WV
12652,gas_tax,Readers' Vent,,"Charleston Gazette - Mail; Charleston, W.V.","Mar 20, 2018","Charleston, W.Va.",A.9,News,https://www.proquest.com/newspapers/readers-vent/docview/2015492943/se-2?accountid=13360,WV
12661,gas_tax,Highways funding advances: House approved stop-gap bill to extend financing through May,"Halsey, Ashley, III; EILPERIN, JULIET","Charleston Daily Mail; Charleston, W.V.","Jul 17, 2014","Charleston, W.Va.",A.3,,https://www.proquest.com/newspapers/highways-funding-advances/docview/1545642112/se-2?accountid=13360,WV
12713,gas_tax,OTHER Views,,"Sunday Gazette - Mail; Charleston, W.V.","Aug 16, 2015","Charleston, W.Va.",C.2,,https://www.proquest.com/newspapers/other-views/docview/1706332941/se-2?accountid=13360,WV
12814,gas_tax,READERS' Vent,,"Charleston Gazette - Mail; Charleston, W.V.","Mar 5, 2016","Charleston, W.Va.",A.3,,https://www.proquest.com/newspapers/readers-vent/docview/1772117179/se-2?accountid=13360,WV
12933,gas_tax,Jobs policy tops Congress' session agenda,"Abrams, Jim","Charleston Daily Mail; Charleston, W.V.","Sep 6, 2011","Charleston, W.Va.",B.9,News,https://www.proquest.com/newspapers/jobs-policy-tops-congress-session-agenda/docview/887706018/se-2?accountid=13360,WV
13132,gas_tax,"Riot in Paris: Armored trucks, tear gas, smashed glass","Ganley, Elaine; Leicester, John","Sunday Gazette - Mail; Charleston, W.V.","Dec 9, 2018","Charleston, W.Va.",A.2,News,https://www.proquest.com/newspapers/riot-paris-armored-trucks-tear-gas-smashed-glass/docview/2154377778/se-2?accountid=13360,WV
13176,gas_tax,READERS' Voice,,"The Charleston Gazette; Charleston, W.V.","Jan 26, 2012","Charleston, W.Va.",A.5,News,https://www.proquest.com/newspapers/readers-voice/docview/917938273/se-2?accountid=13360,WV
13360,gas_tax,Frozen tax on gas leading to cash crunch,"Abrams, Jim","The Charleston Gazette; Charleston, W.V.","May 21, 2007","Charleston, W.Va.",,News,https://www.proquest.com/newspapers/frozen-tax-on-gas-leading-cash-crunch/docview/331426663/se-2?accountid=13360,WV
13426,gas_tax,"State construction forecast predicts steady, if slow progress for 2013","Thomas, Clint","Sunday Gazette - Mail; Charleston, W.V.","Feb 24, 2013","Charleston, W.Va.",L.3,Forecast,https://www.proquest.com/newspapers/state-construction-forecast-predicts-steady-if/docview/1312507040/se-2?accountid=13360,WV
13823,gas_tax,Statewide,,"Sunday Gazette - Mail; Charleston, W.V.","Apr 30, 2006","Charleston, W.Va.",,News,https://www.proquest.com/newspapers/statewide/docview/332467845/se-2?accountid=13360,WV
14058,net_metering,Governor Tomblin should veto net metering,"Anderson, Bill","Charleston Daily Mail; Charleston, W.V.","Mar 12, 2015","Charleston, W.Va.",A.5,,https://www.proquest.com/newspapers/governor-tomblin-should-veto-net-metering/docview/1662649786/se-2?accountid=13360,WV
14210,net_metering,GOP to repeal energy measure: Chambers working on bills to do away with cap-and-trade law,"Burdette, Whitney; Ebert, Joel","Charleston Daily Mail; Charleston, W.V.","Jan 16, 2015","Charleston, W.Va.",A.1,,https://www.proquest.com/newspapers/gop-repeal-energy-measure/docview/1646474446/se-2?accountid=13360,WV
14310,net_metering,Renewable energy: ; 'Clean coal' cash better spent on solar research,"Tweddle, Allan","The Charleston Gazette; Charleston, W.V.","Sep 12, 2005","Charleston, W.Va.",,Editorial,https://www.proquest.com/newspapers/renewable-energy-clean-coal-cash-better-spent-on/docview/331399558/se-2?accountid=13360,WV
14499,net_metering,"Utility won't build conventional coal plants, Company investing in zero-emissions prototype plant","Bowling, Rian","Charleston Daily Mail; Charleston, W.V.","Oct 29, 2003","Charleston, W.Va.",,News,https://www.proquest.com/newspapers/utility-wont-build-conventional-coal-plants/docview/331931638/se-2?accountid=13360,WV
14597,net_metering,Solar use is rising in US,"Hoffer, Audrey","Sunday Gazette - Mail; Charleston, W.V.","Apr 24, 2016","Charleston, W.Va.",F.1,,https://www.proquest.com/newspapers/solar-use-is-rising-us/docview/1783972520/se-2?accountid=13360,WV
14760,net_metering,There are other options than fracking the Ohio,"Rousseau, Lynn","The Charleston Gazette; Charleston, W.V.","Oct 16, 2014","Charleston, W.Va.",A.5,,https://www.proquest.com/newspapers/there-are-other-options-than-fracking-ohio/docview/1612412334/se-2?accountid=13360,WV
14840,net_metering,Where is the vision for coal?,"Tweddle, Allan","Sunday Gazette - Mail; Charleston, W.V.","Sep 7, 2014","Charleston, W.Va.",C.1,,https://www.proquest.com/newspapers/where-is-vision-coal/docview/1560673445/se-2?accountid=13360,WV
14855,net_metering,Coal country goes solar:: Man Town Hall turns to renewable energy,"Mays, Mackenzie","The Charleston Gazette; Charleston, W.V.","Jul 25, 2011","Charleston, W.Va.",A.1,News,https://www.proquest.com/newspapers/coal-country-goes-solar/docview/879045873/se-2?accountid=13360,WV
